delta,trans_satoshis
99,34.4886558449
67,36.9311018553
88,43.61987280075673
82,30.0412895259
94,33.210457709267104
69,25.6901678315
88,32.494111174
55,39.509807537938485
85,34.5546654841
69,84.36645814626308
99,37.8554885426
55,39.2002281768
69,35.0025762793
88,28.163277204
94,30.448811212733943
53,30.9016944348
88,28.6957530165
65,34.7647556236
98,25.4148143276
87,37.3080102295
54,71.10606493075866
80,39.5502912697
65,38.8505031452
90,37.9058299031
77,53.19421960811649
61,27.995401542
53,39.8434286293
85,25.361596641
84,34.9532645125
54,34.95015581
72,38.0993421683
72,28.4437367934
88,29.1599781997
63,87.00652719681086
57,33.5858038431
78,30.8156617138
67,29.9792699666
97,28.6813201982
83,32.8501029674
84,25.186530836431345
94,36.3170029944
91,36.6666481946
76,85.98224555997608
94,26.7577838765
72,30.8908072321
84,33.9669356772
68,28.8042304684
80,34.8308835383
80,25.8435197864
85,26.4748900343
63,33.5494008369
78,26.5409614122
69,55.54223243939304
96,31.5934876852
70,29.280330603
78,58.634491734765476
63,38.8864450612
86,30.2837539106
89,75.75828812521533
80,32.6562164739
65,39.2605229718
84,26.1630309442
74,34.7496376073
89,86.36670538802821
88,35.044524079
55,26.5007224383
55,26.9016949038
80,29.4808091914
76,78.77555023209537
95,37.2502041798
64,39.7924975291
94,33.6148662714
53,80.34410371711849
78,33.2091670266
89,26.3925252879
61,33.8778500817
70,22.69681714182589
69,31.2969960805
83,33.6284873387
68,26.111904524
70,33.9134405716
87,21.311593391392663
75,32.1869805858
59,72.20419236422438
71,33.1350646335
82,34.3535538631
67,29.6408483217
60,55.83784964374621
86,28.0099271143
72,13.690753809249223
80,35.1951825108
69,28.8796268758
89,30.121201944
72,87.41198364261267
70,32.483114444
88,29.3706996631
70,27.2471081941
75,63.37759275303065
57,25.1547651974
65,38.8873267156
76,28.9953488018
96,30.2877782523
92,33.6238196855
59,30.9407522483
67,30.1283709964
52,41.40556468708107
82,39.3713496876
99,37.5830203395
66,26.0483456095
66,25.5714102908
53,25.4932140796
59,41.078847849932025
61,39.1574138546
63,25.4726634096
63,39.8475802492
52,32.036575789147285
87,32.1937313195
85,35.9983566988
75,35.5758608296
60,32.696846731
51,30.5396709605
94,34.5939152464
84,50.061741285407486
74,34.5834148161
52,36.63650671668073
89,34.8122284923
54,20.60656309568845
85,31.8489657729
76,38.0289019328
1,151.02402125370148
35,29.4064303653
65,25.2749007239
37,38.18354779433207
68,28.1872709347
29,30.4555645801
66,25.4553202201
28,30.5398337148
60,13.893990835562576
44,25.0735130972
56,27.2734370528
36,40.52373652701403
48,24.9361724756
22,32.1895303346
52,32.061809183
38,41.64544333203137
63,27.8759195499
28,33.0814411579
54,37.681467393091516
58,28.9852275597
37,33.8224673934
44,39.50322209235437
45,27.1652224705
22,28.9733796389
29,28.3576455754
46,36.798680329068
66,36.1543899405
69,9.913955515237637
52,29.2674781032
68,32.0843555078
62,38.9980473392
49,11.753379431929895
28,31.5083093295
44,38.9398173598
30,12.459560629957256
69,33.5040651651
27,14.622808332952332
26,34.3122764575
57,38.5084741074
63,41.5311894106
34,44.2266037096747
52,40.5764419808
46,42.4922950148
65,43.3951651142
50,38.8953475037
63,42.0515587091
54,44.8569099549
21,9.966359955478122
46,36.9371271179
29,44.7981263626
42,9.909840652869065
26,45.6701210271
21,46.016054778
26,40.023550347
55,40.20982503399691
62,40.6949921311
58,44.5283251834
37,5.234578501811318
56,42.0287410122
63,45.2676514502
49,42.1279172604
24,41.7335976843
52,41.9078667912
57,43.0893930648
51,15.35520574864484
62,48.4995945932
60,41.8826060644
